-181.392, 61.783, 3.398,  7.606
-181.392, 61.669, 3.409,  7.639
-181.392, 61.556, 3.419,  7.672
-181.391, 61.441, 3.429,  7.705
-181.391, 61.327, 3.442,  7.738
-181.391, 61.212, 3.453,  7.771
-181.391, 61.096, 3.463,  7.804
-181.391, 60.981, 3.472,  7.837
-181.391, 60.865, 3.484,  7.870
-181.391, 60.748, 3.497,  7.903
-181.391, 60.631, 3.510,  7.936
-181.391, 60.514, 3.521,  7.969
-181.390, 60.396, 3.529,  8.002
-181.390, 60.279, 3.539,  8.035
-181.390, 60.160, 3.552,  8.068
-181.390, 60.041, 3.567,  8.101
-181.390, 59.922, 3.578,  8.134
-181.390, 59.803, 3.586,  8.167
-181.390, 59.683, 3.595,  8.200
-181.390, 59.563, 3.609,  8.233
-181.390, 59.442, 3.624,  8.266
-181.390, 59.321, 3.636,  8.299
-181.390, 59.200, 3.646,  8.332
-181.390, 59.078, 3.657,  8.365
-181.390, 58.955, 3.670,  8.398
-181.390, 58.833, 3.682,  8.431
-181.390, 58.710, 3.693,  8.464
-181.390, 58.586, 3.705,  8.497
-181.390, 58.463, 3.718,  8.530
-181.390, 58.338, 3.730,  8.563
-181.390, 58.214, 3.741,  8.596
-181.390, 58.089, 3.753,  8.629
-181.390, 57.963, 3.769,  8.662
-181.390, 57.837, 3.783,  8.695
-181.390, 57.711, 3.793,  8.728
-181.390, 57.584, 3.800,  8.761
-181.390, 57.457, 3.813,  8.794
-181.390, 57.330, 3.827,  8.827
-181.390, 57.202, 3.840,  8.860
-181.390, 57.074, 3.853,  8.893
-181.390, 56.945, 3.866,  8.926
-181.390, 56.816, 3.880,  8.959
-181.390, 56.686, 3.893,  8.992
-181.390, 56.556, 3.905,  9.025
-181.390, 56.425, 3.916,  9.058
-181.390, 56.295, 3.929,  9.091
-181.390, 56.163, 3.945,  9.124
-181.390, 56.031, 3.960,  9.157
-181.390, 55.899, 3.971,  9.190
-181.390, 55.766, 3.978,  9.223
-181.390, 55.634, 3.991,  9.256
-181.390, 55.500, 4.006,  9.289
-181.390, 55.366, 4.021,  9.322
-181.390, 55.232, 4.034,  9.355
-181.390, 55.097, 4.047,  9.388
-181.390, 54.962, 4.061,  9.421
-181.390, 54.826, 4.077,  9.454
-181.391, 54.690, 4.089,  9.487
-181.391, 54.553, 4.098,  9.520
-181.391, 54.416, 4.111,  9.553
-181.391, 54.279, 4.127,  9.586
-181.391, 54.141, 4.143,  9.619
-181.391, 54.003, 4.156,  9.652
-181.391, 53.864, 4.169,  9.685
-181.391, 53.724, 4.184,  9.718
-181.391, 53.584, 4.199,  9.751
-181.391, 53.444, 4.212,  9.784
-181.391, 53.303, 4.226,  9.817
-181.391, 53.162, 4.239,  9.850
-181.391, 53.021, 4.253,  9.883
-181.391, 52.878, 4.267,  9.916
-181.391, 52.736, 4.281,  9.949
-181.391, 52.593, 4.295,  9.982
-181.391, 52.449, 4.310, 10.015
-181.391, 52.305, 4.325, 10.048
-181.391, 52.161, 4.339, 10.081
-181.392, 52.016, 4.353, 10.114
-181.392, 51.870, 4.366, 10.147
-181.392, 51.724, 4.380, 10.180
-181.392, 51.578, 4.395, 10.213
-181.392, 51.431, 4.411, 10.246
-181.392, 51.284, 4.426, 10.279
-181.392, 51.136, 4.439, 10.312
-181.392, 50.988, 4.453, 10.345
-181.392, 50.839, 4.468, 10.378
-181.392, 50.689, 4.484, 10.411
-181.392, 50.540, 4.500, 10.444
-181.392, 50.389, 4.513, 10.477
-181.392, 50.238, 4.528, 10.510
-181.392, 50.087, 4.544, 10.543
-181.392, 49.935, 4.559, 10.576
-181.392, 49.783, 4.572, 10.609
-181.392, 49.630, 4.585, 10.642
-181.392, 49.477, 4.602, 10.675
-181.392, 49.323, 4.621, 10.708
-181.392, 49.169, 4.636, 10.741
-181.392, 49.014, 4.650, 10.774
-181.392, 48.858, 4.664, 10.807
-181.392, 48.702, 4.681, 10.840
-181.392, 48.546, 4.697, 10.873
-181.392, 48.389, 4.711, 10.906
-181.393, 48.232, 4.726, 10.939
-181.393, 48.074, 4.742, 10.972
-181.393, 47.915, 4.759, 11.005
-181.393, 47.756, 4.776, 11.038
-181.393, 47.597, 4.791, 11.071
-181.393, 47.437, 4.805, 11.104
-181.393, 47.276, 4.821, 11.137
-181.393, 47.115, 4.838, 11.170
-181.393, 46.953, 4.855, 11.203
-181.393, 46.791, 4.870, 11.236
-181.393, 46.628, 4.887, 11.269
-181.393, 46.465, 4.904, 11.302
-181.393, 46.301, 4.920, 11.335
-181.393, 46.137, 4.936, 11.368
-181.393, 45.972, 4.953, 11.401
-181.393, 45.806, 4.969, 11.434
-181.393, 45.640, 4.985, 11.467
-181.393, 45.473, 5.002, 11.500
-181.393, 45.306, 5.019, 11.533
-181.393, 45.139, 5.035, 11.566
-181.393, 44.970, 5.051, 11.599
-181.393, 44.802, 5.067, 11.632
-181.393, 44.632, 5.084, 11.665
-181.393, 44.462, 5.100, 11.698
-181.393, 44.292, 5.111, 11.731
-181.393, 44.122, 5.109, 11.764
-181.393, 43.952, 5.103, 11.797
-181.393, 43.782, 5.111, 11.830
-181.393, 43.611, 5.137, 11.863
-181.393, 43.438, 5.179, 11.896
-181.393, 43.264, 5.228, 11.929
-181.393, 43.088, 5.266, 11.962
-181.393, 42.913, 5.269, 11.995
-181.393, 42.737, 5.264, 12.028
-181.393, 42.562, 5.252, 12.061
-181.393, 42.388, 5.236, 12.094
-181.393, 42.214, 5.223, 12.127
-181.393, 42.040, 5.222, 12.160
-181.393, 41.866, 5.238, 12.193
-181.393, 41.690, 5.272, 12.226
-181.393, 41.513, 5.324, 12.259
-181.393, 41.334, 5.393, 12.292
-181.393, 41.151, 5.465, 12.325
-181.393, 40.967, 5.523, 12.358
-181.393, 40.783, 5.528, 12.391
-181.393, 40.600, 5.487, 12.424
-181.393, 40.418, 5.468, 12.457
-181.393, 40.236, 5.449, 12.490
-181.393, 40.055, 5.434, 12.523
-181.393, 39.875, 5.429, 12.556
-181.393, 39.694, 5.442, 12.589
-181.393, 39.511, 5.472, 12.622
-181.393, 39.327, 5.521, 12.655
-181.393, 39.141, 5.587, 12.688
-181.393, 38.953, 5.657, 12.721
-181.392, 38.762, 5.725, 12.754
-181.392, 38.570, 5.751, 12.787
-181.392, 38.379, 5.732, 12.820
-181.392, 38.188, 5.734, 12.853
-181.392, 37.997, 5.740, 12.886
-181.392, 37.806, 5.751, 12.919
-181.392, 37.613, 5.774, 12.952
-181.392, 37.420, 5.813, 12.985
-181.392, 37.225, 5.856, 13.018
-181.392, 37.028, 5.895, 13.051
-181.392, 36.831, 5.908, 13.084
-181.392, 36.635, 5.892, 13.117
-181.391, 36.439, 5.864, 13.150
-181.391, 36.245, 5.832, 13.183
-181.391, 36.052, 5.804, 13.216
-181.391, 35.859, 5.789, 13.249
-181.391, 35.666, 5.793, 13.282
-181.391, 35.472, 5.815, 13.315
-181.391, 35.277, 5.855, 13.348
-181.391, 35.080, 5.914, 13.381
-181.391, 34.881, 5.994, 13.414
-181.390, 34.678, 6.095, 13.447
-181.390, 34.471, 6.189, 13.480
-181.390, 34.263, 6.249, 13.513
-181.390, 34.054, 6.260, 13.546
-181.390, 33.847, 6.226, 13.579
-181.390, 33.641, 6.184, 13.612
-181.390, 33.436, 6.139, 13.645
-181.389, 33.233, 6.099, 13.678
-181.389, 33.031, 6.074, 13.711
-181.389, 32.829, 6.069, 13.744
-181.389, 32.626, 6.084, 13.777
-181.389, 32.423, 6.117, 13.810
-181.389, 32.217, 6.168, 13.843
-181.389, 32.009, 6.240, 13.876
-181.388, 31.798, 6.333, 13.909
-181.388, 31.584, 6.416, 13.942
-181.388, 31.369, 6.470, 13.975
-181.388, 31.152, 6.507, 14.008
-181.388, 30.935, 6.505, 14.041
-181.387, 30.719, 6.479, 14.074
-181.387, 30.504, 6.438, 14.107
-181.387, 30.291, 6.397, 14.140
-181.387, 30.079, 6.365, 14.173
-181.387, 29.868, 6.351, 14.206
-181.386, 29.656, 6.357, 14.239
-181.386, 29.444, 6.382, 14.272
-181.386, 29.230, 6.426, 14.305
-181.386, 29.013, 6.490, 14.338
-181.386, 28.794, 6.577, 14.371
-181.385, 28.572, 6.673, 14.404
-181.385, 28.347, 6.752, 14.437
-181.385, 28.120, 6.801, 14.470
-181.385, 27.892, 6.839, 14.503
-181.384, 27.664, 6.846, 14.536
-181.384, 27.437, 6.830, 14.569
-181.384, 27.210, 6.807, 14.602
-181.384, 26.984, 6.792, 14.635
-181.383, 26.758, 6.795, 14.668
-181.383, 26.531, 6.822, 14.701
-181.383, 26.302, 6.866, 14.734
-181.383, 26.072, 6.926, 14.767
-181.382, 25.839, 6.995, 14.800
-181.382, 25.604, 7.058, 14.833
-181.382, 25.367, 7.115, 14.866
-181.381, 25.129, 7.139, 14.899
-181.381, 24.891, 7.131, 14.932
-181.381, 24.654, 7.118, 14.965
-181.380, 24.417, 7.103, 14.998
-181.380, 24.181, 7.099, 15.031
-181.380, 23.944, 7.116, 15.064
-181.380, 23.706, 7.151, 15.097
-181.379, 23.466, 7.203, 15.130
-181.379, 23.224, 7.265, 15.163
-181.379, 22.981, 7.317, 15.196
-181.378, 22.736, 7.345, 15.229
-181.378, 22.491, 7.363, 15.262
-181.378, 22.245, 7.376, 15.295
-181.377, 21.999, 7.393, 15.328
-181.377, 21.752, 7.423, 15.361
-181.376, 21.503, 7.466, 15.394
-181.376, 21.253, 7.504, 15.427
-181.376, 21.002, 7.521, 15.460
-181.375, 20.752, 7.510, 15.493
-181.375, 20.503, 7.490, 15.526
-181.374, 20.254, 7.475, 15.559
-181.374, 20.005, 7.477, 15.592
-181.374, 19.755, 7.499, 15.625
-181.373, 19.504, 7.539, 15.658
-181.373, 19.251, 7.593, 15.691
-181.372, 18.996, 7.655, 15.724
-181.372, 18.739, 7.707, 15.757
-181.372, 18.482, 7.737, 15.790
-181.371, 18.223, 7.754, 15.823
-181.371, 17.964, 7.775, 15.856
-181.370, 17.704, 7.809, 15.889
-181.370, 17.443, 7.854, 15.922
-181.369, 17.180, 7.896, 15.955
-181.369, 16.916, 7.929, 15.988
-181.368, 16.651, 7.940, 16.021
-181.368, 16.387, 7.941, 16.054
-181.367, 16.122, 7.947, 16.087
-181.367, 15.857, 7.969, 16.120
-181.367, 15.590, 8.007, 16.153
-181.366, 15.322, 8.055, 16.186
-181.366, 15.052, 8.099, 16.219
-181.365, 14.781, 8.135, 16.252
-181.364, 14.509, 8.149, 16.285
-181.364, 14.238, 8.143, 16.318
-181.363, 13.967, 8.133, 16.351
-181.363, 13.696, 8.132, 16.384
-181.362, 13.425, 8.149, 16.417
-181.362, 13.153, 8.183, 16.450
-181.361, 12.879, 8.230, 16.483
-181.361, 12.603, 8.285, 16.516
-181.360, 12.325, 8.344, 16.549
-181.360, 12.045, 8.409, 16.582
-181.359, 11.763, 8.460, 16.615
-181.358, 11.480, 8.479, 16.648
-181.358, 11.198, 8.482, 16.681
-181.357, 10.915, 8.478, 16.714
-181.357, 10.633, 8.478, 16.747
-181.356, 10.350, 8.495, 16.780
-181.355, 10.066, 8.527, 16.813
-181.355, 9.781, 8.572, 16.846
-181.354, 9.494, 8.626, 16.879
-181.354, 9.205, 8.669, 16.912
-181.353, 8.915, 8.689, 16.945
-181.352, 8.625, 8.698, 16.978
-181.352, 8.335, 8.708, 17.011
-181.351, 8.045, 8.732, 17.044
-181.350, 7.753, 8.769, 17.077
-181.350, 7.459, 8.818, 17.110
-181.349, 7.163, 8.874, 17.143
-181.348, 6.866, 8.919, 17.176
-181.347, 6.568, 8.940, 17.209
-181.347, 6.270, 8.948, 17.242
-181.346, 5.972, 8.956, 17.275
-181.345, 5.673, 8.976, 17.308
-181.345, 5.373, 9.010, 17.341
-181.344, 5.072, 9.056, 17.374
-181.343, 4.768, 9.108, 17.407
-181.342, 4.463, 9.150, 17.440
-181.342, 4.158, 9.168, 17.473
-181.341, 3.852, 9.172, 17.506
-181.340, 3.547, 9.178, 17.539
-181.339, 3.240, 9.195, 17.572
-181.338, 2.933, 9.226, 17.605
-181.338, 2.625, 9.269, 17.638
-181.337, 2.314, 9.322, 17.671
-181.336, 2.002, 9.381, 17.704
-181.335, 1.688, 9.428, 17.737
-181.334, 1.373, 9.449, 17.770
-181.334, 1.058, 9.457, 17.803
-181.333, 0.742, 9.465, 17.836
-181.332, 0.427, 9.483, 17.869
-181.331, 0.110, 9.515, 17.902
-181.330, -0.208, 9.558, 17.935
-181.329, -0.529, 9.610, 17.968
-181.328, -0.851, 9.668, 18.001
-181.327, -1.174, 9.714, 18.034
-181.327, -1.499, 9.734, 18.067
-181.326, -1.823, 9.740, 18.100
-181.325, -2.148, 9.746, 18.133
-181.324, -2.473, 9.763, 18.166
-181.323, -2.799, 9.792, 18.199
-181.322, -3.126, 9.832, 18.232
-181.321, -3.455, 9.882, 18.265
-181.320, -3.786, 9.939, 18.298
-181.319, -4.119, 10.001, 18.331
-181.318, -4.454, 10.052, 18.364
-181.317, -4.790, 10.088, 18.397
-181.316, -5.127, 10.097, 18.430
-181.315, -5.463, 10.091, 18.463
-181.314, -5.799, 10.084, 18.496
-181.313, -6.135, 10.087, 18.529
-181.312, -6.471, 10.105, 18.562
-181.311, -6.809, 10.134, 18.595
-181.310, -7.147, 10.174, 18.628
-181.309, -7.488, 10.223, 18.661
-181.308, -7.830, 10.279, 18.694
-181.307, -8.175, 10.340, 18.727
-181.305, -8.521, 10.403, 18.760
-181.304, -8.870, 10.454, 18.793
-181.303, -9.219, 10.500, 18.826
-181.302, -9.570, 10.531, 18.859
-181.301, -9.922, 10.555, 18.892
-181.300, -10.274, 10.582, 18.925
-181.299, -10.628, 10.619, 18.958
-181.297, -10.983, 10.664, 18.991
-181.296, -11.340, 10.714, 19.024
-181.295, -11.698, 10.760, 19.057
-181.294, -12.058, 10.800, 19.090
-181.293, -12.418, 10.826, 19.123
-181.291, -12.780, 10.847, 19.156
-181.290, -13.142, 10.874, 19.189
-181.289, -13.505, 10.910, 19.222
-181.288, -13.870, 10.954, 19.255
-181.286, -14.236, 11.002, 19.288
-181.285, -14.604, 11.043, 19.321
-181.284, -14.973, 11.079, 19.354
-181.283, -15.343, 11.109, 19.387
-181.281, -15.714, 11.138, 19.420
-181.280, -16.086, 11.171, 19.453
-181.279, -16.460, 11.212, 19.486
-181.277, -16.834, 11.258, 19.519
-181.276, -17.211, 11.303, 19.552
-181.274, -17.589, 11.339, 19.585
-181.273, -17.967, 11.371, 19.618
-181.272, -18.347, 11.403, 19.651
-181.270, -18.728, 11.440, 19.684
-181.269, -19.110, 11.478, 19.717
-181.267, -19.494, 11.519, 19.750
-181.266, -19.879, 11.558, 19.783
-181.265, -20.265, 11.597, 19.816
-181.263, -20.653, 11.632, 19.849
-181.262, -21.041, 11.669, 19.882
-181.260, -21.431, 11.707, 19.915
-181.259, -21.823, 11.749, 19.948
-181.257, -22.215, 11.792, 19.981
-181.256, -22.609, 11.832, 20.014
-181.254, -23.005, 11.867, 20.047
-181.252, -23.401, 11.901, 20.080
-181.251, -23.799, 11.937, 20.113
-181.249, -24.198, 11.980, 20.146
-181.248, -24.598, 12.027, 20.179
-181.246, -25.000, 12.073, 20.212
-181.244, -25.404, 12.108, 20.245
-181.243, -25.808, 12.134, 20.278
-181.241, -26.213, 12.161, 20.311
-181.239, -26.619, 12.196, 20.344
-181.238, -27.027, 12.238, 20.377
-181.236, -27.436, 12.286, 20.410
-181.234, -27.847, 12.340, 20.443
-181.233, -28.260, 12.396, 20.476
-181.231, -28.674, 12.439, 20.509
-181.229, -29.089, 12.461, 20.542
-181.227, -29.505, 12.475, 20.575
-181.226, -29.921, 12.492, 20.608
-181.224, -30.338, 12.518, 20.641
-181.222, -30.756, 12.551, 20.674
-181.220, -31.175, 12.592, 20.707
-181.219, -31.596, 12.638, 20.740
-181.217, -32.019, 12.690, 20.773
-181.215, -32.443, 12.746, 20.806
-181.213, -32.870, 12.807, 20.839
-181.211, -33.299, 12.870, 20.872
-181.209, -33.729, 12.930, 20.905
-181.207, -34.162, 12.992, 20.938
-181.205, -34.596, 13.040, 20.971
-181.203, -35.032, 13.067, 21.004
-181.201, -35.468, 13.085, 21.037
-181.199, -35.904, 13.106, 21.070
-181.197, -36.341, 13.134, 21.103
-181.195, -36.780, 13.169, 21.136
-181.193, -37.220, 13.210, 21.169
-181.191, -37.661, 13.257, 21.202
-181.189, -38.105, 13.309, 21.235
-181.187, -38.550, 13.365, 21.268
-181.185, -38.997, 13.426, 21.301
-181.183, -39.446, 13.488, 21.334
-181.181, -39.898, 13.547, 21.367
-181.179, -40.351, 13.598, 21.400
-181.177, -40.805, 13.648, 21.433
-181.175, -41.261, 13.696, 21.466
-181.172, -41.719, 13.742, 21.499
-181.170, -42.178, 13.789, 21.532
-181.168, -42.639, 13.838, 21.565
-181.166, -43.102, 13.887, 21.598
-181.163, -43.566, 13.934, 21.631
-181.161, -44.031, 13.977, 21.664
-181.159, -44.498, 14.021, 21.697
-181.157, -44.967, 14.066, 21.730
-181.154, -45.437, 14.115, 21.763
-181.152, -45.909, 14.167, 21.796
-181.150, -46.382, 14.217, 21.829
-181.147, -46.857, 14.259, 21.862
-181.145, -47.333, 14.298, 21.895
-181.142, -47.811, 14.339, 21.928
-181.140, -48.290, 14.385, 21.961
-181.137, -48.771, 14.435, 21.994
-181.135, -49.253, 14.488, 22.027
-181.132, -49.737, 14.543, 22.060
-181.130, -50.224, 14.597, 22.093
-181.127, -50.712, 14.644, 22.126
-181.125, -51.201, 14.689, 22.159
-181.122, -51.692, 14.736, 22.192
-181.120, -52.184, 14.785, 22.225
-181.117, -52.678, 14.835, 22.258
-181.114, -53.174, 14.885, 22.291
-181.112, -53.671, 14.934, 22.324
-181.109, -54.170, 14.983, 22.357
-181.106, -54.671, 15.033, 22.390
-181.104, -55.173, 15.085, 22.423
-181.101, -55.678, 15.136, 22.456
-181.098, -56.183, 15.185, 22.489
-181.096, -56.691, 15.233, 22.522
-181.093, -57.200, 15.282, 22.555
-181.090, -57.710, 15.335, 22.588
-181.087, -58.223, 15.389, 22.621
-181.084, -58.737, 15.442, 22.654
-181.081, -59.253, 15.490, 22.687
-181.078, -59.771, 15.535, 22.720
-181.076, -60.290, 15.582, 22.753
-181.073, -60.810, 15.632, 22.786
-181.070, -61.333, 15.685, 22.819
-181.067, -61.857, 15.742, 22.852
-181.064, -62.383, 15.799, 22.885
-181.061, -62.911, 15.855, 22.918
-181.058, -63.441, 15.909, 22.951
-181.055, -63.973, 15.958, 22.984
-181.051, -64.506, 16.006, 23.017
